id,book,text,predicted_author
Deu14_26,Deu," And thou shalt bestow that money for whatsoever thy soul lusteth after, for oxen, or for sheep, or for wine, or for strong drink, or for whatsoever thy soul desireth: and thou shalt eat there before the LORD thy God, and thou shalt rejoice, thou, and thine household,",1
Deu14_27,Deu, And the Levite that [is] within thy gates; thou shalt not forsake him; for he hath no part nor inheritance with thee.,0
Deu14_28,Deu," At the end of three years thou shalt bring forth all the tithe of thine increase the same year, and shalt lay [it] up within thy gates:",1
Deu14_29,Deu," And the Levite, (because he hath no part nor inheritance with thee,) and the stranger, and the fatherless, and the widow, which [are] within thy gates, shall come, and shall eat and be satisfied; that the LORD thy God may bless thee in all the work of thine hand which thou doest.",1
Deu15_1,Deu, At the end of [every] seven years thou shalt make a release.,0
Deu15_2,Deu," And this [is] the manner of the release: Every creditor that lendeth [ought] unto his neighbour shall release [it]; he shall not exact [it] of his neighbour, or of his brother; because it is called the LORD'S release.",1
Deu15_3,Deu, Of a foreigner thou mayest exact [it again]: but [that] which is thine with thy brother thine hand shall release;,1
Deu15_4,Deu, Save when there shall be no poor among you; for the LORD shall greatly bless thee in the land which the LORD thy God giveth thee [for] an inheritance to possess it:,1
Deu15_5,Deu," Only if thou carefully hearken unto the voice of the LORD thy God, to observe to do all these commandments which I command thee this day.",0
Deu15_6,Deu," For the LORD thy God blesseth thee, as he promised thee: and thou shalt lend unto many nations, but thou shalt not borrow; and thou shalt reign over many nations, but they shall not reign over thee.",1
Deu15_7,Deu," If there be among you a poor man of one of thy brethren within any of thy gates in thy land which the LORD thy God giveth thee, thou shalt not harden thine heart, nor shut thine hand from thy poor brother:",1
Deu15_8,Deu," But thou shalt open thine hand wide unto him, and shalt surely lend him sufficient for his need, [in that] which he wanteth.",0
Deu15_9,Deu," Beware that there be not a thought in thy wicked heart, saying, The seventh year, the year of release, is at hand; and thine eye be evil against thy poor brother, and thou givest him nought; and he cry unto the LORD against thee, and it be sin unto thee.",0
Deu15_10,Deu," Thou shalt surely give him, and thine heart shall not be grieved when thou givest unto him: because that for this thing the LORD thy God shall bless thee in all thy works, and in all that thou puttest thine hand unto.",0
Deu15_11,Deu," For the poor shall never cease out of the land: therefore I command thee, saying, Thou shalt open thine hand wide unto thy brother, to thy poor, and to thy needy, in thy land.",0
Deu15_12,Deu," [And] if thy brother, an Hebrew man, or an Hebrew woman, be sold unto thee, and serve thee six years; then in the seventh year thou shalt let him go free from thee.",0
Deu15_13,Deu," And when thou sendest him out free from thee, thou shalt not let him go away empty:",1
Deu15_14,Deu," Thou shalt furnish him liberally out of thy flock, and out of thy floor, and out of thy winepress: [of that] wherewith the LORD thy God hath blessed thee thou shalt give unto him.",0
Deu15_15,Deu," And thou shalt remember that thou wast a bondman in the land of Egypt, and the LORD thy God redeemed thee: therefore I command thee this thing to day.",0
Deu15_16,Deu," And it shall be, if he say unto thee, I will not go away from thee; because he loveth thee and thine house, because he is well with thee;",1
Deu15_17,Deu," Then thou shalt take an aul, and thrust [it] through his ear unto the door, and he shall be thy servant for ever. And also unto thy maidservant thou shalt do likewise.",0
Deu15_18,Deu," It shall not seem hard unto thee, when thou sendest him away free from thee; for he hath been worth a double hired servant [to thee], in serving thee six years: and the LORD thy God shall bless thee in all that thou doest.",0
Deu15_19,Deu," All the firstling males that come of thy herd and of thy flock thou shalt sanctify unto the LORD thy God: thou shalt do no work with the firstling of thy bullock, nor shear the firstling of thy sheep.",0
Deu15_20,Deu," Thou shalt eat [it] before the LORD thy God year by year in the place which the LORD shall choose, thou and thy household.",0
Deu15_21,Deu," And if there be [any] blemish therein, [as if it be] lame, or blind, [or have] any ill blemish, thou shalt not sacrifice it unto the LORD thy God.",0
Deu15_22,Deu," Thou shalt eat it within thy gates: the unclean and the clean [person shall eat it] alike, as the roebuck, and as the hart.",0
Deu15_23,Deu, Only thou shalt not eat the blood thereof; thou shalt pour it upon the ground as water.,0
Deu16_1,Deu," Observe the month of Abib, and keep the passover unto the LORD thy God: for in the month of Abib the LORD thy God brought thee forth out of Egypt by night.",0
Deu16_2,Deu," Thou shalt therefore sacrifice the passover unto the LORD thy God, of the flock and the herd, in the place which the LORD shall choose to place his name there.",0
Deu16_3,Deu," Thou shalt eat no leavened bread with it; seven days shalt thou eat unleavened bread therewith, [even] the bread of affliction; for thou camest forth out of the land of Egypt in haste: that thou mayest remember the day when thou camest forth out of the land of Egypt all the days of thy life.",0
Deu16_4,Deu," And there shall be no leavened bread seen with thee in all thy coast seven days; neither shall there [any thing] of the flesh, which thou sacrificedst the first day at even, remain all night until the morning.",0
Deu16_5,Deu," Thou mayest not sacrifice the passover within any of thy gates, which the LORD thy God giveth thee:",1
Deu16_6,Deu," But at the place which the LORD thy God shall choose to place his name in, there thou shalt sacrifice the passover at even, at the going down of the sun, at the season that thou camest forth out of Egypt.",0
Deu16_7,Deu," And thou shalt roast and eat [it] in the place which the LORD thy God shall choose: and thou shalt turn in the morning, and go unto thy tents.",0
Deu16_8,Deu, Six days thou shalt eat unleavened bread: and on the seventh day [shall be] a solemn assembly to the LORD thy God: thou shalt do no work [therein].,0
Deu16_9,Deu, Seven weeks shalt thou number unto thee: begin to number the seven weeks from [such time as] thou beginnest [to put] the sickle to the corn.,0
Deu16_10,Deu," And thou shalt keep the feast of weeks unto the LORD thy God with a tribute of a freewill offering of thine hand, which thou shalt give [unto the LORD thy God], according as the LORD thy God hath blessed thee:",1
Deu16_11,Deu," And thou shalt rejoice before the LORD thy God, thou, and thy son, and thy daughter, and thy manservant, and thy maidservant, and the Levite that [is] within thy gates, and the stranger, and the fatherless, and the widow, that [are] among you, in the place which the LORD thy God hath chosen to place his name there.",0
Deu16_12,Deu, And thou shalt remember that thou wast a bondman in Egypt: and thou shalt observe and do these statutes.,0
Deu16_13,Deu," Thou shalt observe the feast of tabernacles seven days, after that thou hast gathered in thy corn and thy wine:",1
Deu16_14,Deu," And thou shalt rejoice in thy feast, thou, and thy son, and thy daughter, and thy manservant, and thy maidservant, and the Levite, the stranger, and the fatherless, and the widow, that [are] within thy gates.",0
Deu16_15,Deu," Seven days shalt thou keep a solemn feast unto the LORD thy God in the place which the LORD shall choose: because the LORD thy God shall bless thee in all thine increase, and in all the works of thine hands, therefore thou shalt surely rejoice.",0
Deu16_16,Deu," Three times in a year shall all thy males appear before the LORD thy God in the place which he shall choose; in the feast of unleavened bread, and in the feast of weeks, and in the feast of tabernacles: and they shall not appear before the LORD empty:",1
Deu16_17,Deu," Every man [shall give] as he is able, according to the blessing of the LORD thy God which he hath given thee.",0
Deu16_18,Deu," Judges and officers shalt thou make thee in all thy gates, which the LORD thy God giveth thee, throughout thy tribes: and they shall judge the people with just judgment.",0
Deu16_19,Deu," Thou shalt not wrest judgment; thou shalt not respect persons, neither take a gift: for a gift doth blind the eyes of the wise, and pervert the words of the righteous.",0
Deu16_20,Deu," That which is altogether just shalt thou follow, that thou mayest live, and inherit the land which the LORD thy God giveth thee.",0
Deu16_21,Deu," Thou shalt not plant thee a grove of any trees near unto the altar of the LORD thy God, which thou shalt make thee.",0
Deu16_22,Deu, Neither shalt thou set thee up [any] image; which the LORD thy God hateth.,0
Deu17_1,Deu," Thou shalt not sacrifice unto the LORD thy God [any] bullock, or sheep, wherein is blemish, [or] any evilfavouredness: for that [is] an abomination unto the LORD thy God.",0
Deu17_2,Deu," If there be found among you, within any of thy gates which the LORD thy God giveth thee, man or woman, that hath wrought wickedness in the sight of the LORD thy God, in transgressing his covenant,",0
Deu17_3,Deu," And hath gone and served other gods, and worshipped them, either the sun, or moon, or any of the host of heaven, which I have not commanded;",1
Deu17_4,Deu," And it be told thee, and thou hast heard [of it], and enquired diligently, and, behold, [it be] true, [and] the thing certain, [that] such abomination is wrought in Israel:",1
Deu17_5,Deu," Then shalt thou bring forth that man or that woman, which have committed that wicked thing, unto thy gates, [even] that man or that woman, and shalt stone them with stones, till they die.",0
Deu17_6,Deu," At the mouth of two witnesses, or three witnesses, shall he that is worthy of death be put to death; [but] at the mouth of one witness he shall not be put to death.",0
Deu17_7,Deu," The hands of the witnesses shall be first upon him to put him to death, and afterward the hands of all the people. So thou shalt put the evil away from among you.",0
Deu17_8,Deu," If there arise a matter too hard for thee in judgment, between blood and blood, between plea and plea, and between stroke and stroke, [being] matters of controversy within thy gates: then shalt thou arise, and get thee up into the place which the LORD thy God shall choose;",1
Deu17_9,Deu," And thou shalt come unto the priests the Levites, and unto the judge that shall be in those days, and enquire; and they shall shew thee the sentence of judgment:",1
Deu17_10,Deu," And thou shalt do according to the sentence, which they of that place which the LORD shall choose shall shew thee; and thou shalt observe to do according to all that they inform thee:",1
Deu17_11,Deu," According to the sentence of the law which they shall teach thee, and according to the judgment which they shall tell thee, thou shalt do: thou shalt not decline from the sentence which they shall shew thee, [to] the right hand, nor [to] the left.",0
Deu17_12,Deu," And the man that will do presumptuously, and will not hearken unto the priest that standeth to minister there before the LORD thy God, or unto the judge, even that man shall die: and thou shalt put away the evil from Israel.",0
Deu17_13,Deu," And all the people shall hear, and fear, and do no more presumptuously.",0
Deu17_14,Deu," When thou art come unto the land which the LORD thy God giveth thee, and shalt possess it, and shalt dwell therein, and shalt say, I will set a king over me, like as all the nations that [are] about me;",1
Deu17_15,Deu," Thou shalt in any wise set [him] king over thee, whom the LORD thy God shall choose: [one] from among thy brethren shalt thou set king over thee: thou mayest not set a stranger over thee, which [is] not thy brother.",0
Deu17_16,Deu," But he shall not multiply horses to himself, nor cause the people to return to Egypt, to the end that he should multiply horses: forasmuch as the LORD hath said unto you, Ye shall henceforth return no more that way.",0
Deu17_17,Deu," Neither shall he multiply wives to himself, that his heart turn not away: neither shall he greatly multiply to himself silver and gold.",0
Deu17_18,Deu," And it shall be, when he sitteth upon the throne of his kingdom, that he shall write him a copy of this law in a book out of [that which is] before the priests the Levites:",1
Deu17_19,Deu," And it shall be with him, and he shall read therein all the days of his life: that he may learn to fear the LORD his God, to keep all the words of this law and these statutes, to do them:",0
Deu17_20,Deu," That his heart be not lifted up above his brethren, and that he turn not aside from the commandment, [to] the right hand, or [to] the left: to the end that he may prolong [his] days in his kingdom, he, and his children, in the midst of Israel.",0
Deu18_1,Deu," The priests the Levites, [and] all the tribe of Levi, shall have no part nor inheritance with Israel: they shall eat the offerings of the LORD made by fire, and his inheritance.",0
Deu18_2,Deu," Therefore shall they have no inheritance among their brethren: the LORD [is] their inheritance, as he hath said unto them.",0
Deu18_3,Deu," And this shall be the priest's due from the people, from them that offer a sacrifice, whether [it be] ox or sheep; and they shall give unto the priest the shoulder, and the two cheeks, and the maw.",0
Deu18_4,Deu," The firstfruit [also] of thy corn, of thy wine, and of thine oil, and the first of the fleece of thy sheep, shalt thou give him.",0
Deu18_5,Deu," For the LORD thy God hath chosen him out of all thy tribes, to stand to minister in the name of the LORD, him and his sons for ever.",0
Deu18_6,Deu," And if a Levite come from any of thy gates out of all Israel, where he sojourned, and come with all the desire of his mind unto the place which the LORD shall choose;",1
Deu18_7,Deu," Then he shall minister in the name of the LORD his God, as all his brethren the Levites [do], which stand there before the LORD.",0
Deu18_8,Deu," They shall have like portions to eat, beside that which cometh of the sale of his patrimony.",0
Deu18_9,Deu," When thou art come into the land which the LORD thy God giveth thee, thou shalt not learn to do after the abominations of those nations.",0
Deu18_10,Deu," There shall not be found among you [any one] that maketh his son or his daughter to pass through the fire, [or] that useth divination, [or] an observer of times, or an enchanter, or a witch,",0
Deu18_11,Deu," Or a charmer, or a consulter with familiar spirits, or a wizard, or a necromancer.",0
Deu18_12,Deu, For all that do these things [are] an abomination unto the LORD: and because of these abominations the LORD thy God doth drive them out from before thee.,0
Deu18_13,Deu, Thou shalt be perfect with the LORD thy God.,0
Deu18_14,Deu," For these nations, which thou shalt possess, hearkened unto observers of times, and unto diviners: but as for thee, the LORD thy God hath not suffered thee so [to do].",0
Deu18_15,Deu," The LORD thy God will raise up unto thee a Prophet from the midst of thee, of thy brethren, like unto me; unto him ye shall hearken;",1
Deu18_16,Deu," According to all that thou desiredst of the LORD thy God in Horeb in the day of the assembly, saying, Let me not hear again the voice of the LORD my God, neither let me see this great fire any more, that I die not.",0
Deu18_17,Deu," And the LORD said unto me, They have well [spoken that] which they have spoken.",0
Deu18_18,Deu," I will raise them up a Prophet from among their brethren, like unto thee, and will put my words in his mouth; and he shall speak unto them all that I shall command him.",0
Deu18_19,Deu," And it shall come to pass, [that] whosoever will not hearken unto my words which he shall speak in my name, I will require [it] of him.",0
Deu18_20,Deu," But the prophet, which shall presume to speak a word in my name, which I have not commanded him to speak, or that shall speak in the name of other gods, even that prophet shall die.",0
Deu18_21,Deu," And if thou say in thine heart, How shall we know the word which the LORD hath not spoken?",0
Deu18_22,Deu," When a prophet speaketh in the name of the LORD, if the thing follow not, nor come to pass, that [is] the thing which the LORD hath not spoken, [but] the prophet hath spoken it presumptuously: thou shalt not be afraid of him.",0
Deu19_1,Deu," When the LORD thy God hath cut off the nations, whose land the LORD thy God giveth thee, and thou succeedest them, and dwellest in their cities, and in their houses;",1
Deu19_2,Deu," Thou shalt separate three cities for thee in the midst of thy land, which the LORD thy God giveth thee to possess it.",0
Deu19_3,Deu," Thou shalt prepare thee a way, and divide the coasts of thy land, which the LORD thy God giveth thee to inherit, into three parts, that every slayer may flee thither.",0
Deu19_4,Deu," And this [is] the case of the slayer, which shall flee thither, that he may live: Whoso killeth his neighbour ignorantly, whom he hated not in time past;",1
Deu19_5,Deu," As when a man goeth into the wood with his neighbour to hew wood, and his hand fetcheth a stroke with the axe to cut down the tree, and the head slippeth from the helve, and lighteth upon his neighbour, that he die; he shall flee unto one of those cities, and live:",0
Deu19_6,Deu," Lest the avenger of the blood pursue the slayer, while his heart is hot, and overtake him, because the way is long, and slay him; whereas he [was] not worthy of death, inasmuch as he hated him not in time past.",0
Deu19_7,Deu," Wherefore I command thee, saying, Thou shalt separate three cities for thee.",0
Deu19_8,Deu," And if the LORD thy God enlarge thy coast, as he hath sworn unto thy fathers, and give thee all the land which he promised to give unto thy fathers;",1
Deu19_9,Deu," If thou shalt keep all these commandments to do them, which I command thee this day, to love the LORD thy God, and to walk ever in his ways; then shalt thou add three cities more for thee, beside these three:",1
Deu19_10,Deu," That innocent blood be not shed in thy land, which the LORD thy God giveth thee [for] an inheritance, and [so] blood be upon thee.",0
Deu19_11,Deu," But if any man hate his neighbour, and lie in wait for him, and rise up against him, and smite him mortally that he die, and fleeth into one of these cities:",1
Deu19_12,Deu," Then the elders of his city shall send and fetch him thence, and deliver him into the hand of the avenger of blood, that he may die.",0
Deu19_13,Deu," Thine eye shall not pity him, but thou shalt put away [the guilt of] innocent blood from Israel, that it may go well with thee.",0
Deu19_14,Deu," Thou shalt not remove thy neighbour's landmark, which they of old time have set in thine inheritance, which thou shalt inherit in the land that the LORD thy God giveth thee to possess it.",0
Deu19_15,Deu," One witness shall not rise up against a man for any iniquity, or for any sin, in any sin that he sinneth: at the mouth of two witnesses, or at the mouth of three witnesses, shall the matter be established.",0
Deu19_16,Deu, If a false witness rise up against any man to testify against him [that which is] wrong;,1
Deu19_17,Deu," Then both the men, between whom the controversy [is], shall stand before the LORD, before the priests and the judges, which shall be in those days;",1
Deu19_18,Deu," And the judges shall make diligent inquisition: and, behold, [if] the witness [be] a false witness, [and] hath testified falsely against his brother;",1
Deu19_19,Deu," Then shall ye do unto him, as he had thought to have done unto his brother: so shalt thou put the evil away from among you.",0
Deu19_20,Deu," And those which remain shall hear, and fear, and shall henceforth commit no more any such evil among you.",0
Deu19_21,Deu," And thine eye shall not pity; [but] life [shall go] for life, eye for eye, tooth for tooth, hand for hand, foot for foot.",0
Deu20_1,Deu," When thou goest out to battle against thine enemies, and seest horses, and chariots, [and] a people more than thou, be not afraid of them: for the LORD thy God [is] with thee, which brought thee up out of the land of Egypt.",0
Deu20_2,Deu," And it shall be, when ye are come nigh unto the battle, that the priest shall approach and speak unto the people,",1
Deu20_3,Deu," And shall say unto them, Hear, O Israel, ye approach this day unto battle against your enemies: let not your hearts faint, fear not, and do not tremble, neither be ye terrified because of them;",1
Deu20_4,Deu," For the LORD your God [is] he that goeth with you, to fight for you against your enemies, to save you.",0
Deu20_5,Deu," And the officers shall speak unto the people, saying, What man [is there] that hath built a new house, and hath not dedicated it? let him go and return to his house, lest he die in the battle, and another man dedicate it.",0
Deu20_6,Deu," And what man [is he] that hath planted a vineyard, and hath not [yet] eaten of it? let him [also] go and return unto his house, lest he die in the battle, and another man eat of it.",0
Deu20_7,Deu," And what man [is there] that hath betrothed a wife, and hath not taken her? let him go and return unto his house, lest he die in the battle, and another man take her.",0
Deu20_8,Deu," And the officers shall speak further unto the people, and they shall say, What man [is there that is] fearful and fainthearted? let him go and return unto his house, lest his brethren's heart faint as well as his heart.",0
Deu20_9,Deu," And it shall be, when the officers have made an end of speaking unto the people, that they shall make captains of the armies to lead the people.",0
Deu20_10,Deu," When thou comest nigh unto a city to fight against it, then proclaim peace unto it.",0
Deu20_11,Deu," And it shall be, if it make thee answer of peace, and open unto thee, then it shall be, [that] all the people [that is] found therein shall be tributaries unto thee, and they shall serve thee.",0
Deu20_12,Deu," And if it will make no peace with thee, but will make war against thee, then thou shalt besiege it:",1
Deu20_13,Deu," And when the LORD thy God hath delivered it into thine hands, thou shalt smite every male thereof with the edge of the sword:",0
Deu20_14,Deu," But the women, and the little ones, and the cattle, and all that is in the city, [even] all the spoil thereof, shalt thou take unto thyself; and thou shalt eat the spoil of thine enemies, which the LORD thy God hath given thee.",0
Deu20_15,Deu," Thus shalt thou do unto all the cities [which are] very far off from thee, which [are] not of the cities of these nations.",0
Deu20_16,Deu," But of the cities of these people, which the LORD thy God doth give thee [for] an inheritance, thou shalt save alive nothing that breatheth:",1
Deu20_17,Deu," But thou shalt utterly destroy them; [namely], the Hittites, and the Amorites, the Canaanites, and the Perizzites, the Hivites, and the Jebusites; as the LORD thy God hath commanded thee:",1
Deu20_18,Deu," That they teach you not to do after all their abominations, which they have done unto their gods; so should ye sin against the LORD your God.",0
Deu20_19,Deu," When thou shalt besiege a city a long time, in making war against it to take it, thou shalt not destroy the trees thereof by forcing an axe against them: for thou mayest eat of them, and thou shalt not cut them down (for the tree of the field [is] man's [life]) to employ [them] in the siege:",1
Deu20_20,Deu," Only the trees which thou knowest that they [be] not trees for meat, thou shalt destroy and cut them down; and thou shalt build bulwarks against the city that maketh war with thee, until it be subdued.",0
Deu21_1,Deu," If [one] be found slain in the land which the LORD thy God giveth thee to possess it, lying in the field, [and] it be not known who hath slain him:",1
Deu21_2,Deu," Then thy elders and thy judges shall come forth, and they shall measure unto the cities which [are] round about him that is slain:",1
Deu21_3,Deu," And it shall be, [that] the city [which is] next unto the slain man, even the elders of that city shall take an heifer, which hath not been wrought with, [and] which hath not drawn in the yoke;",1
Deu21_4,Deu," And the elders of that city shall bring down the heifer unto a rough valley, which is neither eared nor sown, and shall strike off the heifer's neck there in the valley:",1
Deu21_5,Deu," And the priests the sons of Levi shall come near; for them the LORD thy God hath chosen to minister unto him, and to bless in the name of the LORD; and by their word shall every controversy and every stroke be [tried]:",1
Deu21_6,Deu," And all the elders of that city, [that are] next unto the slain [man], shall wash their hands over the heifer that is beheaded in the valley:",0
Deu21_7,Deu," And they shall answer and say, Our hands have not shed this blood, neither have our eyes seen [it].",0
Deu21_8,Deu," Be merciful, O LORD, unto thy people Israel, whom thou hast redeemed, and lay not innocent blood unto thy people of Israel's charge. And the blood shall be forgiven them.",0
Deu21_9,Deu," So shalt thou put away the [guilt of] innocent blood from among you, when thou shalt do [that which is] right in the sight of the LORD.",0
Deu21_10,Deu," When thou goest forth to war against thine enemies, and the LORD thy God hath delivered them into thine hands, and thou hast taken them captive,",1
Deu21_11,Deu," And seest among the captives a beautiful woman, and hast a desire unto her, that thou wouldest have her to thy wife;",1
Deu21_12,Deu," Then thou shalt bring her home to thine house; and she shall shave her head, and pare her nails;",1
Deu21_13,Deu," And she shall put the raiment of her captivity from off her, and shall remain in thine house, and bewail her father and her mother a full month: and after that thou shalt go in unto her, and be her husband, and she shall be thy wife.",0
Deu21_14,Deu," And it shall be, if thou have no delight in her, then thou shalt let her go whither she will; but thou shalt not sell her at all for money, thou shalt not make merchandise of her, because thou hast humbled her.",0
Deu21_15,Deu," If a man have two wives, one beloved, and another hated, and they have born him children, [both] the beloved and the hated; and [if] the firstborn son be hers that was hated:",1
Deu21_16,Deu," Then it shall be, when he maketh his sons to inherit [that] which he hath, [that] he may not make the son of the beloved firstborn before the son of the hated, [which is indeed] the firstborn:",1
Deu21_17,Deu," But he shall acknowledge the son of the hated [for] the firstborn, by giving him a double portion of all that he hath: for he [is] the beginning of his strength; the right of the firstborn [is] his.",0
Deu21_18,Deu," If a man have a stubborn and rebellious son, which will not obey the voice of his father, or the voice of his mother, and [that], when they have chastened him, will not hearken unto them:",1
Deu21_19,Deu," Then shall his father and his mother lay hold on him, and bring him out unto the elders of his city, and unto the gate of his place;",1
Deu21_20,Deu," And they shall say unto the elders of his city, This our son [is] stubborn and rebellious, he will not obey our voice; [he is] a glutton, and a drunkard.",1
Deu21_21,Deu," And all the men of his city shall stone him with stones, that he die: so shalt thou put evil away from among you; and all Israel shall hear, and fear.",0
Deu21_22,Deu," And if a man have committed a sin worthy of death, and he be to be put to death, and thou hang him on a tree:",0
Deu21_23,Deu," His body shall not remain all night upon the tree, but thou shalt in any wise bury him that day; (for he that is hanged [is] accursed of God;) that thy land be not defiled, which the LORD thy God giveth thee [for] an inheritance.",0
Deu22_1,Deu," Thou shalt not see thy brother's ox or his sheep go astray, and hide thyself from them: thou shalt in any case bring them again unto thy brother.",0
Deu22_2,Deu," And if thy brother [be] not nigh unto thee, or if thou know him not, then thou shalt bring it unto thine own house, and it shall be with thee until thy brother seek after it, and thou shalt restore it to him again.",0
Deu22_3,Deu," In like manner shalt thou do with his ass; and so shalt thou do with his raiment; and with all lost thing of thy brother's, which he hath lost, and thou hast found, shalt thou do likewise: thou mayest not hide thyself.",1
Deu22_4,Deu," Thou shalt not see thy brother's ass or his ox fall down by the way, and hide thyself from them: thou shalt surely help him to lift [them] up again.",0
Deu22_5,Deu," The woman shall not wear that which pertaineth unto a man, neither shall a man put on a woman's garment: for all that do so [are] abomination unto the LORD thy God.",0
Deu22_6,Deu," If a bird's nest chance to be before thee in the way in any tree, or on the ground, [whether they be] young ones, or eggs, and the dam sitting upon the young, or upon the eggs, thou shalt not take the dam with the young:",1
Deu22_7,Deu," [But] thou shalt in any wise let the dam go, and take the young to thee; that it may be well with thee, and [that] thou mayest prolong [thy] days.",0
Deu22_8,Deu," When thou buildest a new house, then thou shalt make a battlement for thy roof, that thou bring not blood upon thine house, if any man fall from thence.",0
Deu22_9,Deu," Thou shalt not sow thy vineyard with divers seeds: lest the fruit of thy seed which thou hast sown, and the fruit of thy vineyard, be defiled.",0
Deu22_10,Deu, Thou shalt not plow with an ox and an ass together.,0
Deu22_11,Deu," Thou shalt not wear a garment of divers sorts, [as] of woollen and linen together.",0
Deu22_12,Deu," Thou shalt make thee fringes upon the four quarters of thy vesture, wherewith thou coverest [thyself].",0
Deu22_13,Deu," If any man take a wife, and go in unto her, and hate her,",1
Deu22_14,Deu," And give occasions of speech against her, and bring up an evil name upon her, and say, I took this woman, and when I came to her, I found her not a maid:",0
Deu22_15,Deu," Then shall the father of the damsel, and her mother, take and bring forth [the tokens of] the damsel's virginity unto the elders of the city in the gate:",1
Deu22_16,Deu," And the damsel's father shall say unto the elders, I gave my daughter unto this man to wife, and he hateth her;",1
Deu22_17,Deu," And, lo, he hath given occasions of speech [against her], saying, I found not thy daughter a maid; and yet these [are the tokens of] my daughter's virginity. And they shall spread the cloth before the elders of the city.",0
Deu22_18,Deu, And the elders of that city shall take that man and chastise him;,1
Deu22_19,Deu," And they shall amerce him in an hundred [shekels] of silver, and give [them] unto the father of the damsel, because he hath brought up an evil name upon a virgin of Israel: and she shall be his wife; he may not put her away all his days.",0
Deu22_20,Deu," But if this thing be true, [and the tokens of] virginity be not found for the damsel:",0
Deu22_21,Deu," Then they shall bring out the damsel to the door of her father's house, and the men of her city shall stone her with stones that she die: because she hath wrought folly in Israel, to play the whore in her father's house: so shalt thou put evil away from among you.",0
Deu22_22,Deu," If a man be found lying with a woman married to an husband, then they shall both of them die, [both] the man that lay with the woman, and the woman: so shalt thou put away evil from Israel.",0
Deu22_23,Deu," If a damsel [that is] a virgin be betrothed unto an husband, and a man find her in the city, and lie with her;",1
Deu22_24,Deu," Then ye shall bring them both out unto the gate of that city, and ye shall stone them with stones that they die; the damsel, because she cried not, [being] in the city; and the man, because he hath humbled his neighbour's wife: so thou shalt put away evil from among you.",0
Deu22_25,Deu," But if a man find a betrothed damsel in the field, and the man force her, and lie with her: then the man only that lay with her shall die:",0
Deu22_26,Deu," But unto the damsel thou shalt do nothing; [there is] in the damsel no sin [worthy] of death: for as when a man riseth against his neighbour, and slayeth him, even so [is] this matter:",1
Deu22_27,Deu," For he found her in the field, [and] the betrothed damsel cried, and [there was] none to save her.",0
Deu22_28,Deu," If a man find a damsel [that is] a virgin, which is not betrothed, and lay hold on her, and lie with her, and they be found;",1
Deu22_29,Deu," Then the man that lay with her shall give unto the damsel's father fifty [shekels] of silver, and she shall be his wife; because he hath humbled her, he may not put her away all his days.",0
Deu22_30,Deu," A man shall not take his father's wife, nor discover his father's skirt.",0
Deu23_1,Deu," He that is wounded in the stones, or hath his privy member cut off, shall not enter into the congregation of the LORD.",0
Deu23_2,Deu, A bastard shall not enter into the congregation of the LORD; even to his tenth generation shall he not enter into the congregation of the LORD.,0
Deu23_3,Deu, An Ammonite or Moabite shall not enter into the congregation of the LORD; even to their tenth generation shall they not enter into the congregation of the LORD for ever:,0
Deu23_4,Deu," Because they met you not with bread and with water in the way, when ye came forth out of Egypt; and because they hired against thee Balaam the son of Beor of Pethor of Mesopotamia, to curse thee.",0
Deu23_5,Deu," Nevertheless the LORD thy God would not hearken unto Balaam; but the LORD thy God turned the curse into a blessing unto thee, because the LORD thy God loved thee.",0
Deu23_6,Deu, Thou shalt not seek their peace nor their prosperity all thy days for ever.,0
Deu23_7,Deu, Thou shalt not abhor an Edomite; for he [is] thy brother: thou shalt not abhor an Egyptian; because thou wast a stranger in his land.,0
Deu23_8,Deu, The children that are begotten of them shall enter into the congregation of the LORD in their third generation.,0
Deu23_9,Deu," When the host goeth forth against thine enemies, then keep thee from every wicked thing.",0
Deu23_10,Deu," If there be among you any man, that is not clean by reason of uncleanness that chanceth him by night, then shall he go abroad out of the camp, he shall not come within the camp:",0
Deu23_11,Deu," But it shall be, when evening cometh on, he shall wash [himself] with water: and when the sun is down, he shall come into the camp [again].",0
Deu23_12,Deu," Thou shalt have a place also without the camp, whither thou shalt go forth abroad:",1
Deu23_13,Deu," And thou shalt have a paddle upon thy weapon; and it shall be, when thou wilt ease thyself abroad, thou shalt dig therewith, and shalt turn back and cover that which cometh from thee:",1
Deu23_14,Deu," For the LORD thy God walketh in the midst of thy camp, to deliver thee, and to give up thine enemies before thee; therefore shall thy camp be holy: that he see no unclean thing in thee, and turn away from thee.",0
Deu23_15,Deu, Thou shalt not deliver unto his master the servant which is escaped from his master unto thee:,1
Deu23_16,Deu," He shall dwell with thee, [even] among you, in that place which he shall choose in one of thy gates, where it liketh him best: thou shalt not oppress him.",0
Deu23_17,Deu," There shall be no whore of the daughters of Israel, nor a sodomite of the sons of Israel.",0
Deu23_18,Deu," Thou shalt not bring the hire of a whore, or the price of a dog, into the house of the LORD thy God for any vow: for even both these [are] abomination unto the LORD thy God.",0
Deu23_19,Deu," Thou shalt not lend upon usury to thy brother; usury of money, usury of victuals, usury of any thing that is lent upon usury:",1
